year,description,st_gdp,state,st_fips,st_pop,gdp_pk
2001,Goods-Producing,68517405,AL,01,8935268,7.67
2002,Goods-Producing,70864197,AL,01,8960178,7.91
2003,Goods-Producing,76354353,AL,01,9006982,8.48
2004,Goods-Producing,81914890,AL,01,9061458,9.04
2005,Goods-Producing,87284377,AL,01,9139610,9.55
2006,Goods-Producing,88250802,AL,01,9257962,9.53
2007,Goods-Producing,88904573,AL,01,9345680,9.51
2008,Goods-Producing,85878830,AL,01,9436412,9.1
2009,Goods-Producing,72771367,AL,01,9515876,7.65
2010,Goods-Producing,75475993,AL,01,9575996,7.88
2011,Goods-Producing,78690764,AL,01,9624276,8.18
2012,Goods-Producing,79226903,AL,01,9678522,8.19
2013,Goods-Producing,82874512,AL,01,9728798,8.52
2014,Goods-Producing,80531376,AL,01,9773586,8.24
2015,Goods-Producing,81474530,AL,01,9816324,8.3
2016,Goods-Producing,83206303,AL,01,9861190,8.44
2017,Goods-Producing,86925883,AL,01,9904404,8.78
2018,Goods-Producing,89609989,AL,01,9952790,9
2019,Goods-Producing,87955859,AL,01,10006836,8.79
2020,Goods-Producing,84842302,AL,01,10062724,8.43
2021,Goods-Producing,94318981,AL,01,10099692,9.34
2001,Services-Producing,156432797,AL,01,8935268,17.51
2002,Services-Producing,170848949,AL,01,8960178,19.07
2003,Services-Producing,177589990,AL,01,9006982,19.72
2004,Services-Producing,175414520,AL,01,9061458,19.36
2005,Services-Producing,193217260,AL,01,9139610,21.14
2006,Services-Producing,196773557,AL,01,9257962,21.25
2007,Services-Producing,199763856,AL,01,9345680,21.37
2008,Services-Producing,198084513,AL,01,9436412,20.99
2009,Services-Producing,191967355,AL,01,9515876,20.17
2010,Services-Producing,200508932,AL,01,9575996,20.94
2011,Services-Producing,201506076,AL,01,9624276,20.94
2012,Services-Producing,205664452,AL,01,9678522,21.25
2013,Services-Producing,204756951,AL,01,9728798,21.05
2014,Services-Producing,207885375,AL,01,9773586,21.27
2015,Services-Producing,212513369,AL,01,9816324,21.65
2016,Services-Producing,213140867,AL,01,9861190,21.61
2017,Services-Producing,215462207,AL,01,9904404,21.75
2018,Services-Producing,220041516,AL,01,9952790,22.11
2019,Services-Producing,221074248,AL,01,10006836,22.09
2020,Services-Producing,217273389,AL,01,10062724,21.59
2021,Services-Producing,245959818,AL,01,10099692,24.35
2001,Goods-Producing,25329319,AK,02,1267428,19.98
2002,Goods-Producing,30424572,AK,02,1284674,23.68
2003,Goods-Producing,26669451,AK,02,1296828,20.57
2004,Goods-Producing,29083767,AK,02,1318572,22.06
2005,Goods-Producing,29762846,AK,02,1333892,22.31
2006,Goods-Producing,35806548,AK,02,1350604,26.51
2007,Goods-Producing,39163842,AK,02,1360600,28.78
2008,Goods-Producing,36575387,AK,02,1374910,26.6
2009,Goods-Producing,44681667,AK,02,1397790,31.97
2010,Goods-Producing,38039629,AK,02,1428028,26.64
2011,Goods-Producing,38295178,AK,02,1445022,26.5
2012,Goods-Producing,42319124,AK,02,1462212,28.94
2013,Goods-Producing,37099392,AK,02,1476114,25.13
2014,Goods-Producing,35211101,AK,02,1475276,23.87
2015,Goods-Producing,36090913,AK,02,1478254,24.41
2016,Goods-Producing,33917243,AK,02,1486820,22.81
2017,Goods-Producing,34990395,AK,02,1483898,23.58
2018,Goods-Producing,31359319,AK,02,1475434,21.25
2019,Goods-Producing,32306843,AK,02,1469646,21.98
2020,Goods-Producing,30502882,AK,02,1465846,20.81
2021,Goods-Producing,27464128,AK,02,1468364,18.7
2001,Services-Producing,39151515,AK,02,1267428,30.89
2002,Services-Producing,38110880,AK,02,1284674,29.67
2003,Services-Producing,41151898,AK,02,1296828,31.73
2004,Services-Producing,41011541,AK,02,1318572,31.1
2005,Services-Producing,42898195,AK,02,1333892,32.16
2006,Services-Producing,43614115,AK,02,1350604,32.29
2007,Services-Producing,45098308,AK,02,1360600,33.15
2008,Services-Producing,47153416,AK,02,1374910,34.3
2009,Services-Producing,44370798,AK,02,1397790,31.74
2010,Services-Producing,47611293,AK,02,1428028,33.34
2011,Services-Producing,48517433,AK,02,1445022,33.58
2012,Services-Producing,46794258,AK,02,1462212,32
2013,Services-Producing,48722169,AK,02,1476114,33.01
2014,Services-Producing,50772986,AK,02,1475276,34.42
2015,Services-Producing,51657336,AK,02,1478254,34.94
2016,Services-Producing,50545259,AK,02,1486820,34
2017,Services-Producing,51208716,AK,02,1483898,34.51
2018,Services-Producing,51919391,AK,02,1475434,35.19
2019,Services-Producing,50206520,AK,02,1469646,34.16
2020,Services-Producing,45342005,AK,02,1465846,30.93
2021,Services-Producing,51033171,AK,02,1468364,34.76
2001,Goods-Producing,79231301,AZ,04,10546954,7.51
2002,Goods-Producing,82101348,AZ,04,10792510,7.61
2003,Goods-Producing,92770008,AZ,04,11020728,8.42
2004,Goods-Producing,91755621,AZ,04,11304808,8.12
2005,Goods-Producing,97838140,AZ,04,11678154,8.38
2006,Goods-Producing,108411848,AZ,04,12058282,8.99
2007,Goods-Producing,110234799,AZ,04,12335362,8.94
2008,Goods-Producing,98617681,AZ,04,12560724,7.85
2009,Goods-Producing,78290374,AZ,04,12686308,6.17
2010,Goods-Producing,81159378,AZ,04,12804048,6.34
2011,Goods-Producing,84182226,AZ,04,12893074,6.53
2012,Goods-Producing,84354216,AZ,04,13014702,6.48
2013,Goods-Producing,80518131,AZ,04,13126432,6.13
2014,Goods-Producing,83520469,AZ,04,13276392,6.29
2015,Goods-Producing,85344610,AZ,04,13428656,6.36
2016,Goods-Producing,89632603,AZ,04,13603182,6.59
2017,Goods-Producing,90523293,AZ,04,13759660,6.58
2018,Goods-Producing,102246259,AZ,04,13939888,7.33
2019,Goods-Producing,110293607,AZ,04,14141022,7.8
2020,Goods-Producing,111978363,AZ,04,14359886,7.8
2021,Goods-Producing,121717656,AZ,04,14529754,8.38
2001,Services-Producing,280067661,AZ,04,10546954,26.55
2002,Services-Producing,293163461,AZ,04,10792510,27.16
2003,Services-Producing,303349395,AZ,04,11020728,27.53
2004,Services-Producing,326483311,AZ,04,11304808,28.88
2005,Services-Producing,353713950,AZ,04,11678154,30.29
2006,Services-Producing,364388890,AZ,04,12058282,30.22
2007,Services-Producing,371821717,AZ,04,12335362,30.14
2008,Services-Producing,376013320,AZ,04,12560724,29.94
2009,Services-Producing,356914390,AZ,04,12686308,28.13
2010,Services-Producing,358119517,AZ,04,12804048,27.97
2011,Services-Producing,369400524,AZ,04,12893074,28.65
2012,Services-Producing,383065531,AZ,04,13014702,29.43
2013,Services-Producing,385914037,AZ,04,13126432,29.4
2014,Services-Producing,392001737,AZ,04,13276392,29.53
2015,Services-Producing,404697849,AZ,04,13428656,30.14
2016,Services-Producing,419508375,AZ,04,13603182,30.84
2017,Services-Producing,408769751,AZ,04,13759660,29.71
2018,Services-Producing,440767846,AZ,04,13939888,31.62
2019,Services-Producing,459280934,AZ,04,14141022,32.48
2020,Services-Producing,457573117,AZ,04,14359886,31.86
2021,Services-Producing,492604837,AZ,04,14529754,33.9
2001,Goods-Producing,48691622,AR,05,5383142,9.05
2002,Goods-Producing,48673517,AR,05,5411854,8.99
2003,Goods-Producing,49682960,AR,05,5449632,9.12
2004,Goods-Producing,56156652,AR,05,5499372,10.21
2005,Goods-Producing,55913834,AR,05,5562194,10.05
2006,Goods-Producing,57627267,AR,05,5643522,10.21
2007,Goods-Producing,53087396,AR,05,5697300,9.32
2008,Goods-Producing,51838307,AR,05,5749108,9.02
2009,Goods-Producing,46419167,AR,05,5793686,8.01
2010,Goods-Producing,48730640,AR,05,5843122,8.34
2011,Goods-Producing,49325530,AR,05,5877666,8.39
2012,Goods-Producing,48947291,AR,05,5897774,8.3
2013,Goods-Producing,51345273,AR,05,5909370,8.69
2014,Goods-Producing,51849392,AR,05,5922382,8.75
2015,Goods-Producing,50514452,AR,05,5940704,8.5
2016,Goods-Producing,49537483,AR,05,5961204,8.31
2017,Goods-Producing,50154775,AR,05,5981602,8.38
2018,Goods-Producing,51397831,AR,05,5994542,8.57
2019,Goods-Producing,49034050,AR,05,6008496,8.16
2020,Goods-Producing,50295391,AR,05,6028390,8.34
2021,Goods-Producing,53786364,AR,05,6056244,8.88
2001,Services-Producing,100101149,AR,05,5383142,18.6
2002,Services-Producing,104632721,AR,05,5411854,19.33
2003,Services-Producing,106219667,AR,05,5449632,19.49
2004,Services-Producing,112908485,AR,05,5499372,20.53
2005,Services-Producing,119657825,AR,05,5562194,21.51
2006,Services-Producing,123301947,AR,05,5643522,21.85
2007,Services-Producing,123750734,AR,05,5697300,21.72
2008,Services-Producing,124557358,AR,05,5749108,21.67
2009,Services-Producing,120884258,AR,05,5793686,20.86
2010,Services-Producing,126460740,AR,05,5843122,21.64
2011,Services-Producing,129065948,AR,05,5877666,21.96
2012,Services-Producing,134059571,AR,05,5897774,22.73
2013,Services-Producing,132940835,AR,05,5909370,22.5
2014,Services-Producing,135727718,AR,05,5922382,22.92
2015,Services-Producing,138999551,AR,05,5940704,23.4
2016,Services-Producing,140463369,AR,05,5961204,23.56
2017,Services-Producing,142632571,AR,05,5981602,23.85
2018,Services-Producing,145499403,AR,05,5994542,24.27
2019,Services-Producing,144688089,AR,05,6008496,24.08
2020,Services-Producing,149131219,AR,05,6028390,24.74
2021,Services-Producing,157373286,AR,05,6056244,25.99
2001,Goods-Producing,547110339,CA,06,68958916,7.93
2002,Goods-Producing,551204169,CA,06,69743686,7.9
2003,Goods-Producing,605828023,CA,06,70506318,8.59
2004,Goods-Producing,661372951,CA,06,71149152,9.3
2005,Goods-Producing,722969987,CA,06,71655886,10.09
2006,Goods-Producing,740884224,CA,06,72042404,10.28
2007,Goods-Producing,718023154,CA,06,72500622,9.9
2008,Goods-Producing,770962707,CA,06,73208674,10.53
2009,Goods-Producing,732460739,CA,06,73922458,9.91
2010,Goods-Producing,695240683,CA,06,74644720,9.31
2011,Goods-Producing,654439801,CA,06,75301028,8.69
2012,Goods-Producing,694102326,CA,06,75940736,9.14
2013,Goods-Producing,717370208,CA,06,76582716,9.37
2014,Goods-Producing,740455458,CA,06,77272580,9.58
2015,Goods-Producing,791324902,CA,06,77932110,10.15
2016,Goods-Producing,831048333,CA,06,78446420,10.59
2017,Goods-Producing,894609238,CA,06,78848142,11.35
2018,Goods-Producing,945390186,CA,06,79071812,11.96
2019,Goods-Producing,973094014,CA,06,79095992,12.3
2020,Goods-Producing,981865123,CA,06,79003306,12.43
2021,Goods-Producing,1017739373,CA,06,78285982,13
2001,Services-Producing,2109653599,CA,06,68958916,30.59
2002,Services-Producing,2193841026,CA,06,69743686,31.46
2003,Services-Producing,2271810143,CA,06,70506318,32.22
2004,Services-Producing,2344681987,CA,06,71149152,32.95
2005,Services-Producing,2423190333,CA,06,71655886,33.82
2006,Services-Producing,2465978955,CA,06,72042404,34.23
2007,Services-Producing,2486979021,CA,06,72500622,34.3
2008,Services-Producing,2564815260,CA,06,73208674,35.03
2009,Services-Producing,2518805200,CA,06,73922458,34.07
2010,Services-Producing,2619566510,CA,06,74644720,35.09
2011,Services-Producing,2696016013,CA,06,75301028,35.8
2012,Services-Producing,2820822107,CA,06,75940736,37.15
2013,Services-Producing,2876053219,CA,06,76582716,37.55
2014,Services-Producing,2949296033,CA,06,77272580,38.17
2015,Services-Producing,3107426773,CA,06,77932110,39.87
2016,Services-Producing,3196231717,CA,06,78446420,40.74
2017,Services-Producing,3471139530,CA,06,78848142,44.02
2018,Services-Producing,3631465445,CA,06,79071812,45.93
2019,Services-Producing,3752226667,CA,06,79095992,47.44
2020,Services-Producing,3666101329,CA,06,79003306,46.4
2021,Services-Producing,3902497473,CA,06,78285982,49.85
2001,Goods-Producing,78704800,CO,08,8851374,8.89
2002,Goods-Producing,78614717,CO,08,8980812,8.75
2003,Goods-Producing,76303410,CO,08,9057464,8.42
2004,Goods-Producing,77913543,CO,08,9150026,8.52
2005,Goods-Producing,90887268,CO,08,9263776,9.81
2006,Goods-Producing,95084072,CO,08,9440846,10.07
2007,Goods-Producing,95455173,CO,08,9607736,9.94
2008,Goods-Producing,96004150,CO,08,9779460,9.82
2009,Goods-Producing,97217678,CO,08,9944390,9.78
2010,Goods-Producing,85377695,CO,08,10094010,8.46
2011,Goods-Producing,87619429,CO,08,10238376,8.56
2012,Goods-Producing,90656113,CO,08,10377406,8.74
2013,Goods-Producing,95071285,CO,08,10527024,9.03
2014,Goods-Producing,105289962,CO,08,10685992,9.85
2015,Goods-Producing,116207111,CO,08,10884392,10.68
2016,Goods-Producing,122665915,CO,08,11058322,11.09
2017,Goods-Producing,122963458,CO,08,11200338,10.98
2018,Goods-Producing,125964552,CO,08,11354500,11.09
2019,Goods-Producing,139342011,CO,08,11471868,12.15
2020,Goods-Producing,133991788,CO,08,11569730,11.58
2021,Goods-Producing,130309430,CO,08,11622594,11.21
2001,Services-Producing,313030677,CO,08,8851374,35.37
2002,Services-Producing,310980194,CO,08,8980812,34.63
2003,Services-Producing,311482263,CO,08,9057464,34.39
2004,Services-Producing,305803780,CO,08,9150026,33.42
2005,Services-Producing,330841780,CO,08,9263776,35.71
2006,Services-Producing,344342195,CO,08,9440846,36.47
2007,Services-Producing,358533916,CO,08,9607736,37.32
2008,Services-Producing,360845852,CO,08,9779460,36.9
2009,Services-Producing,358806211,CO,08,9944390,36.08
2010,Services-Producing,354400065,CO,08,10094010,35.11
2011,Services-Producing,361725637,CO,08,10238376,35.33
2012,Services-Producing,378217131,CO,08,10377406,36.45
2013,Services-Producing,395918465,CO,08,10527024,37.61
2014,Services-Producing,397908699,CO,08,10685992,37.24
2015,Services-Producing,414268979,CO,08,10884392,38.06
2016,Services-Producing,429776393,CO,08,11058322,38.86
2017,Services-Producing,442143298,CO,08,11200338,39.48
2018,Services-Producing,452481573,CO,08,11354500,39.85
2019,Services-Producing,491089081,CO,08,11471868,42.81
2020,Services-Producing,475420508,CO,08,11569730,41.09
2021,Services-Producing,526280901,CO,08,11622594,45.28
2001,Goods-Producing,69864140,CT,09,6865670,10.18
2002,Goods-Producing,77674509,CT,09,6917498,11.23
2003,Goods-Producing,78932585,CT,09,6968672,11.33
2004,Goods-Producing,90084846,CT,09,6992188,12.88
2005,Goods-Producing,89033210,CT,09,7013912,12.69
2006,Goods-Producing,104802756,CT,09,7034920,14.9
2007,Goods-Producing,106674731,CT,09,7054540,15.12
2008,Goods-Producing,101657978,CT,09,7091158,14.34
2009,Goods-Producing,73090740,CT,09,7123614,10.26
2010,Goods-Producing,73899245,CT,09,7160558,10.32
2011,Goods-Producing,70665409,CT,09,7188386,9.83
2012,Goods-Producing,68270119,CT,09,7210518,9.47
2013,Goods-Producing,70902752,CT,09,7220628,9.82
2014,Goods-Producing,67533623,CT,09,7229390,9.34
2015,Goods-Producing,67317533,CT,09,7223990,9.32
2016,Goods-Producing,65035487,CT,09,7215376,9.01
2017,Goods-Producing,66846081,CT,09,7215230,9.26
2018,Goods-Producing,72509477,CT,09,7222636,10.04
2019,Goods-Producing,75122840,CT,09,7214318,10.41
2020,Goods-Producing,66229645,CT,09,7194724,9.21
2021,Goods-Producing,71385646,CT,09,7246710,9.85
2001,Services-Producing,295817277,CT,09,6865670,43.09
2002,Services-Producing,295859819,CT,09,6917498,42.77
2003,Services-Producing,299690398,CT,09,6968672,43.01
2004,Services-Producing,311140842,CT,09,6992188,44.5
2005,Services-Producing,317033834,CT,09,7013912,45.2
2006,Services-Producing,330005507,CT,09,7034920,46.91
2007,Services-Producing,346816575,CT,09,7054540,49.16
2008,Services-Producing,350412197,CT,09,7091158,49.42
2009,Services-Producing,355297711,CT,09,7123614,49.88
2010,Services-Producing,354050356,CT,09,7160558,49.44
2011,Services-Producing,345887088,CT,09,7188386,48.12
2012,Services-Producing,346436672,CT,09,7210518,48.05
2013,Services-Producing,342166199,CT,09,7220628,47.39
2014,Services-Producing,345450302,CT,09,7229390,47.78
2015,Services-Producing,359167490,CT,09,7223990,49.72
2016,Services-Producing,373086506,CT,09,7215376,51.71
2017,Services-Producing,378691295,CT,09,7215230,52.48
2018,Services-Producing,378586881,CT,09,7222636,52.42
2019,Services-Producing,382508939,CT,09,7214318,53.02
2020,Services-Producing,349786390,CT,09,7194724,48.62
2021,Services-Producing,366740190,CT,09,7246710,50.61
2001,Goods-Producing,15938701,DE,10,1591398,10.02
2002,Goods-Producing,13472313,DE,10,1612338,8.36
2003,Goods-Producing,14139976,DE,10,1636006,8.64
2004,Goods-Producing,17912820,DE,10,1661606,10.78
2005,Goods-Producing,11619360,DE,10,1690300,6.87
2006,Goods-Producing,14193865,DE,10,1718536,8.26
2007,Goods-Producing,18393768,DE,10,1743498,10.55
2008,Goods-Producing,15891257,DE,10,1767748,8.99
2009,Goods-Producing,14459629,DE,10,1783460,8.11
2010,Goods-Producing,13239458,DE,10,1799524,7.36
2011,Goods-Producing,12995216,DE,10,1816338,7.15
2012,Goods-Producing,11971276,DE,10,1833144,6.53
2013,Goods-Producing,12559038,DE,10,1851198,6.78
2014,Goods-Producing,13060114,DE,10,1870320,6.98
2015,Goods-Producing,14786345,DE,10,1889192,7.83
2016,Goods-Producing,13240922,DE,10,1906060,6.95
2017,Goods-Producing,9579649,DE,10,1922998,4.98
2018,Goods-Producing,9832670,DE,10,1942144,5.06
2019,Goods-Producing,16380865,DE,10,1962594,8.35
2020,Goods-Producing,15619234,DE,10,1984228,7.87
2021,Goods-Producing,15793052,DE,10,2009614,7.86
2001,Services-Producing,89386389,DE,10,1591398,56.17
2002,Services-Producing,87442386,DE,10,1612338,54.23
2003,Services-Producing,88374321,DE,10,1636006,54.02
2004,Services-Producing,90315916,DE,10,1661606,54.35
2005,Services-Producing,50202879,DE,10,1690300,29.7
2006,Services-Producing,81207158,DE,10,1718536,47.25
2007,Services-Producing,90269574,DE,10,1743498,51.77
2008,Services-Producing,88757325,DE,10,1767748,50.21
2009,Services-Producing,95577531,DE,10,1783460,53.59
2010,Services-Producing,95206502,DE,10,1799524,52.91
2011,Services-Producing,100019833,DE,10,1816338,55.07
2012,Services-Producing,100074696,DE,10,1833144,54.59
2013,Services-Producing,95581907,DE,10,1851198,51.63
2014,Services-Producing,104899617,DE,10,1870320,56.09
2015,Services-Producing,106941228,DE,10,1889192,56.61
2016,Services-Producing,100722476,DE,10,1906060,52.84
2017,Services-Producing,54844927,DE,10,1922998,28.52
