year,description,st_gdp,state,st_fips,st_pop,gdp_pk
2002,Goods-Producing,176615483,NY,36,38275600,4.61
2003,Goods-Producing,181390155,NY,36,38351878,4.73
2004,Goods-Producing,203355099,NY,36,38343134,5.3
2005,Goods-Producing,199246924,NY,36,38265220,5.21
2006,Goods-Producing,177482044,NY,36,38209262,4.65
2007,Goods-Producing,184267058,NY,36,38264670,4.82
2008,Goods-Producing,178223974,NY,36,38424872,4.64
2009,Goods-Producing,164872920,NY,36,38614132,4.27
2010,Goods-Producing,164050128,NY,36,38839928,4.22
2011,Goods-Producing,158928401,NY,36,39201816,4.05
2012,Goods-Producing,178072361,NY,36,39514958,4.51
2013,Goods-Producing,178060438,NY,36,39784338,4.48
2014,Goods-Producing,189150117,NY,36,40004016,4.73
2015,Goods-Producing,193886375,NY,36,40177710,4.83
2016,Goods-Producing,194609939,NY,36,40301676,4.83
2017,Goods-Producing,195451396,NY,36,40380978,4.84
2018,Goods-Producing,168799928,NY,36,40445328,4.17
2019,Goods-Producing,187424543,NY,36,40444650,4.63
2020,Goods-Producing,166761192,NY,36,40216592,4.15
2021,Goods-Producing,185358072,NY,36,39714984,4.67
2001,Services-Producing,1128077460,NY,36,38165676,29.56
2002,Services-Producing,1164136124,NY,36,38275600,30.41
2003,Services-Producing,1190063706,NY,36,38351878,31.03
2004,Services-Producing,1302899749,NY,36,38343134,33.98
2005,Services-Producing,1310799945,NY,36,38265220,34.26
2006,Services-Producing,1217747298,NY,36,38209262,31.87
2007,Services-Producing,1252699537,NY,36,38264670,32.74
2008,Services-Producing,1233679889,NY,36,38424872,32.11
2009,Services-Producing,1227897929,NY,36,38614132,31.8
2010,Services-Producing,1279719869,NY,36,38839928,32.95
2011,Services-Producing,1358954469,NY,36,39201816,34.67
2012,Services-Producing,1522603204,NY,36,39514958,38.53
2013,Services-Producing,1510122942,NY,36,39784338,37.96
2014,Services-Producing,1606318796,NY,36,40004016,40.15
2015,Services-Producing,1635412641,NY,36,40177710,40.7
2016,Services-Producing,1674466942,NY,36,40301676,41.55
2017,Services-Producing,1690663697,NY,36,40380978,41.87
2018,Services-Producing,1576365225,NY,36,40445328,38.98
2019,Services-Producing,1714829415,NY,36,40444650,42.4
2020,Services-Producing,1559309935,NY,36,40216592,38.77
2021,Services-Producing,1796639009,NY,36,39714984,45.24
2001,Goods-Producing,191249986,NC,37,16420244,11.65
2002,Goods-Producing,185114169,NC,37,16652402,11.12
2003,Goods-Producing,182499696,NC,37,16845002,10.83
2004,Goods-Producing,186172725,NC,37,17106304,10.88
2005,Goods-Producing,180106709,NC,37,17410814,10.34
2006,Goods-Producing,222532218,NC,37,17834540,12.48
2007,Goods-Producing,226229347,NC,37,18236074,12.41
2008,Goods-Producing,208391820,NC,37,18618898,11.19
2009,Goods-Producing,180382416,NC,37,18899132,9.54
2010,Goods-Producing,176636319,NC,37,19142706,9.23
2011,Goods-Producing,184855981,NC,37,19285160,9.59
2012,Goods-Producing,187250948,NC,37,19444210,9.63
2013,Goods-Producing,184729267,NC,37,19606868,9.42
2014,Goods-Producing,181377253,NC,37,19760440,9.18
2015,Goods-Producing,198324003,NC,37,19932120,9.95
2016,Goods-Producing,189363564,NC,37,20152128,9.4
2017,Goods-Producing,197305085,NC,37,20350532,9.7
2018,Goods-Producing,201162642,NC,37,20551612,9.79
2019,Goods-Producing,205195192,NC,37,20741100,9.89
2020,Goods-Producing,197423641,NC,37,20898890,9.45
2021,Goods-Producing,209662947,NC,37,21131770,9.92
2001,Services-Producing,360662353,NC,37,16420244,21.96
2002,Services-Producing,382476387,NC,37,16652402,22.97
2003,Services-Producing,393524238,NC,37,16845002,23.36
2004,Services-Producing,415725897,NC,37,17106304,24.3
2005,Services-Producing,354741084,NC,37,17410814,20.37
2006,Services-Producing,412331162,NC,37,17834540,23.12
2007,Services-Producing,409808772,NC,37,18236074,22.47
2008,Services-Producing,424794616,NC,37,18618898,22.82
2009,Services-Producing,381023221,NC,37,18899132,20.16
2010,Services-Producing,403323536,NC,37,19142706,21.07
2011,Services-Producing,423000151,NC,37,19285160,21.93
2012,Services-Producing,516255490,NC,37,19444210,26.55
2013,Services-Producing,502240524,NC,37,19606868,25.62
2014,Services-Producing,521434539,NC,37,19760440,26.39
2015,Services-Producing,551558061,NC,37,19932120,27.67
2016,Services-Producing,554989973,NC,37,20152128,27.54
2017,Services-Producing,585365874,NC,37,20350532,28.76
2018,Services-Producing,603372019,NC,37,20551612,29.36
2019,Services-Producing,631131722,NC,37,20741100,30.43
2020,Services-Producing,628811092,NC,37,20898890,30.09
2021,Services-Producing,683532437,NC,37,21131770,32.35
2001,Goods-Producing,10614480,ND,38,1278124,8.3
2002,Goods-Producing,11665732,ND,38,1276336,9.14
2003,Goods-Producing,13814438,ND,38,1277634,10.81
2004,Goods-Producing,13047865,ND,38,1289410,10.12
2005,Goods-Producing,13218855,ND,38,1292178,10.23
2006,Goods-Producing,15312148,ND,38,1298844,11.79
2007,Goods-Producing,16801595,ND,38,1305644,12.87
2008,Goods-Producing,20012119,ND,38,1315138,15.22
2009,Goods-Producing,19919176,ND,38,1329936,14.98
2010,Goods-Producing,21095085,ND,38,1350108,15.62
2011,Goods-Producing,25859613,ND,38,1374130,18.82
2012,Goods-Producing,37857864,ND,38,1410142,26.85
2013,Goods-Producing,33342337,ND,38,1454764,22.92
2014,Goods-Producing,35557770,ND,38,1488790,23.88
2015,Goods-Producing,34398158,ND,38,1525386,22.55
2016,Goods-Producing,33729733,ND,38,1529300,22.06
2017,Goods-Producing,35334489,ND,38,1533346,23.04
2018,Goods-Producing,38642168,ND,38,1542814,25.05
2019,Goods-Producing,42148843,ND,38,1553032,27.14
2020,Goods-Producing,38595751,ND,38,1559036,24.76
2021,Goods-Producing,39741902,ND,38,1555868,25.54
2001,Services-Producing,29717279,ND,38,1278124,23.25
2002,Services-Producing,31285764,ND,38,1276336,24.51
2003,Services-Producing,32248061,ND,38,1277634,25.24
2004,Services-Producing,33744180,ND,38,1289410,26.17
2005,Services-Producing,32818031,ND,38,1292178,25.4
2006,Services-Producing,36105176,ND,38,1298844,27.8
2007,Services-Producing,37631097,ND,38,1305644,28.82
2008,Services-Producing,39230066,ND,38,1315138,29.83
2009,Services-Producing,39577017,ND,38,1329936,29.76
2010,Services-Producing,40516365,ND,38,1350108,30.01
2011,Services-Producing,45405700,ND,38,1374130,33.04
2012,Services-Producing,51896940,ND,38,1410142,36.8
2013,Services-Producing,52012257,ND,38,1454764,35.75
2014,Services-Producing,54830137,ND,38,1488790,36.83
2015,Services-Producing,55025760,ND,38,1525386,36.07
2016,Services-Producing,53253680,ND,38,1529300,34.82
2017,Services-Producing,52701411,ND,38,1533346,34.37
2018,Services-Producing,54075313,ND,38,1542814,35.05
2019,Services-Producing,54712803,ND,38,1553032,35.23
2020,Services-Producing,50745973,ND,38,1559036,32.55
2021,Services-Producing,56985422,ND,38,1555868,36.63
2001,Goods-Producing,234172903,OH,39,22774808,10.28
2002,Goods-Producing,237540361,OH,39,22815778,10.41
2003,Goods-Producing,248893283,OH,39,22869576,10.88
2004,Goods-Producing,260813440,OH,39,22904502,11.39
2005,Goods-Producing,262727262,OH,39,22926640,11.46
2006,Goods-Producing,261161812,OH,39,22962426,11.37
2007,Goods-Producing,254067738,OH,39,23000936,11.05
2008,Goods-Producing,236837308,OH,39,23030782,10.28
2009,Goods-Producing,201190565,OH,39,23057792,8.73
2010,Goods-Producing,207822682,OH,39,23083772,9
2011,Goods-Producing,226952832,OH,39,23115916,9.82
2012,Goods-Producing,222158676,OH,39,23146048,9.6
2013,Goods-Producing,231499795,OH,39,23223260,9.97
2014,Goods-Producing,251216217,OH,39,23296892,10.78
2015,Goods-Producing,243036277,OH,39,23348256,10.41
2016,Goods-Producing,243939800,OH,39,23403772,10.42
2017,Goods-Producing,253892220,OH,39,23475210,10.82
2018,Goods-Producing,255324096,OH,39,23525684,10.85
2019,Goods-Producing,260038421,OH,39,23577094,11.03
2020,Goods-Producing,249998863,OH,39,23595034,10.6
2021,Goods-Producing,250686646,OH,39,23528684,10.65
2001,Services-Producing,594050036,OH,39,22774808,26.08
2002,Services-Producing,601142085,OH,39,22815778,26.35
2003,Services-Producing,628408749,OH,39,22869576,27.48
2004,Services-Producing,635234015,OH,39,22904502,27.73
2005,Services-Producing,668096238,OH,39,22926640,29.14
2006,Services-Producing,669852386,OH,39,22962426,29.17
2007,Services-Producing,674979342,OH,39,23000936,29.35
2008,Services-Producing,673374151,OH,39,23030782,29.24
2009,Services-Producing,655231188,OH,39,23057792,28.42
2010,Services-Producing,668075799,OH,39,23083772,28.94
2011,Services-Producing,692393866,OH,39,23115916,29.95
2012,Services-Producing,710769535,OH,39,23146048,30.71
2013,Services-Producing,725958715,OH,39,23223260,31.26
2014,Services-Producing,733141864,OH,39,23296892,31.47
2015,Services-Producing,739522637,OH,39,23348256,31.67
2016,Services-Producing,746410816,OH,39,23403772,31.89
2017,Services-Producing,768890423,OH,39,23475210,32.75
2018,Services-Producing,773575160,OH,39,23525684,32.88
2019,Services-Producing,801965439,OH,39,23577094,34.01
2020,Services-Producing,775265421,OH,39,23595034,32.86
2021,Services-Producing,806038601,OH,39,23528684,34.26
2001,Goods-Producing,66035353,OK,40,6934200,9.52
2002,Goods-Producing,65766522,OK,40,6978160,9.42
2003,Goods-Producing,67864047,OK,40,7009784,9.68
2004,Goods-Producing,75720361,OK,40,7050466,10.74
2005,Goods-Producing,79612955,OK,40,7097194,11.22
2006,Goods-Producing,89573964,OK,40,7188180,12.46
2007,Goods-Producing,79879490,OK,40,7268698,10.99
2008,Goods-Producing,95999931,OK,40,7337952,13.08
2009,Goods-Producing,96102769,OK,40,7435144,12.93
2010,Goods-Producing,90465447,OK,40,7519162,12.03
2011,Goods-Producing,95396137,OK,40,7573280,12.6
2012,Goods-Producing,101000497,OK,40,7630706,13.24
2013,Goods-Producing,103906868,OK,40,7696224,13.5
2014,Goods-Producing,112730133,OK,40,7743166,14.56
2015,Goods-Producing,125205952,OK,40,7802102,16.05
2016,Goods-Producing,122309144,OK,40,7833642,15.61
2017,Goods-Producing,130777372,OK,40,7840910,16.68
2018,Goods-Producing,134328340,OK,40,7856988,17.1
2019,Goods-Producing,132795665,OK,40,7887592,16.84
2020,Goods-Producing,126362992,OK,40,7929824,15.94
2021,Goods-Producing,113510867,OK,40,7982450,14.22
2001,Services-Producing,137998627,OK,40,6934200,19.9
2002,Services-Producing,141399213,OK,40,6978160,20.26
2003,Services-Producing,142302379,OK,40,7009784,20.3
2004,Services-Producing,151770864,OK,40,7050466,21.53
2005,Services-Producing,156582904,OK,40,7097194,22.06
2006,Services-Producing,163785145,OK,40,7188180,22.79
2007,Services-Producing,140971498,OK,40,7268698,19.39
2008,Services-Producing,169018369,OK,40,7337952,23.03
2009,Services-Producing,164499773,OK,40,7435144,22.12
2010,Services-Producing,166689488,OK,40,7519162,22.17
2011,Services-Producing,173612405,OK,40,7573280,22.92
2012,Services-Producing,184620600,OK,40,7630706,24.19
2013,Services-Producing,185145714,OK,40,7696224,24.06
2014,Services-Producing,188303093,OK,40,7743166,24.32
2015,Services-Producing,188782773,OK,40,7802102,24.2
2016,Services-Producing,195765156,OK,40,7833642,24.99
2017,Services-Producing,190815403,OK,40,7840910,24.34
2018,Services-Producing,194377865,OK,40,7856988,24.74
2019,Services-Producing,192425512,OK,40,7887592,24.4
2020,Services-Producing,195353935,OK,40,7929824,24.64
2021,Services-Producing,206890264,OK,40,7982450,25.92
2001,Goods-Producing,41084819,OR,41,6935874,5.92
2002,Goods-Producing,41993646,OR,41,7026848,5.98
2003,Goods-Producing,44072854,OR,41,7094752,6.21
2004,Goods-Producing,53272426,OR,41,7138926,7.46
2005,Goods-Producing,54650763,OR,41,7226404,7.56
2006,Goods-Producing,59597418,OR,41,7341766,8.12
2007,Goods-Producing,60113410,OR,41,7444834,8.07
2008,Goods-Producing,57906790,OR,41,7537496,7.68
2009,Goods-Producing,53824244,OR,41,7617200,7.07
2010,Goods-Producing,50900077,OR,41,7675222,6.63
2011,Goods-Producing,55572502,OR,41,7745310,7.17
2012,Goods-Producing,57144904,OR,41,7800142,7.33
2013,Goods-Producing,57025095,OR,41,7848128,7.27
2014,Goods-Producing,75075445,OR,41,7930774,9.47
2015,Goods-Producing,63987385,OR,41,8036932,7.96
2016,Goods-Producing,67835390,OR,41,8186358,8.29
2017,Goods-Producing,66822005,OR,41,8294372,8.06
2018,Goods-Producing,73007746,OR,41,8366828,8.73
2019,Goods-Producing,70997534,OR,41,8431952,8.42
2020,Goods-Producing,74491718,OR,41,8489590,8.77
2021,Goods-Producing,74682723,OR,41,8512602,8.77
2001,Services-Producing,157127945,OR,41,6935874,22.65
2002,Services-Producing,154249782,OR,41,7026848,21.95
2003,Services-Producing,156445855,OR,41,7094752,22.05
2004,Services-Producing,169854969,OR,41,7138926,23.79
2005,Services-Producing,174911578,OR,41,7226404,24.2
2006,Services-Producing,181051088,OR,41,7341766,24.66
2007,Services-Producing,187180802,OR,41,7444834,25.14
2008,Services-Producing,186273937,OR,41,7537496,24.71
2009,Services-Producing,182074629,OR,41,7617200,23.9
2010,Services-Producing,181253683,OR,41,7675222,23.62
2011,Services-Producing,188520686,OR,41,7745310,24.34
2012,Services-Producing,198972068,OR,41,7800142,25.51
2013,Services-Producing,192115486,OR,41,7848128,24.48
2014,Services-Producing,228737165,OR,41,7930774,28.84
2015,Services-Producing,217320827,OR,41,8036932,27.04
2016,Services-Producing,228991250,OR,41,8186358,27.97
2017,Services-Producing,230611710,OR,41,8294372,27.8
2018,Services-Producing,245715194,OR,41,8366828,29.37
2019,Services-Producing,251297521,OR,41,8431952,29.8
2020,Services-Producing,250624518,OR,41,8489590,29.52
2021,Services-Producing,271887962,OR,41,8512602,31.94
2001,Goods-Producing,252413526,PA,42,24597940,10.26
2002,Goods-Producing,252537476,PA,42,24662062,10.24
2003,Goods-Producing,252776483,PA,42,24749316,10.21
2004,Goods-Producing,243716648,PA,42,24821444,9.82
2005,Goods-Producing,236206661,PA,42,24899980,9.49
2006,Goods-Producing,242498035,PA,42,25021618,9.69
2007,Goods-Producing,241222355,PA,42,25127874,9.6
2008,Goods-Producing,235780626,PA,42,25224570,9.35
2009,Goods-Producing,216715551,PA,42,25333716,8.55
2010,Goods-Producing,221989135,PA,42,25433042,8.73
2011,Goods-Producing,224740077,PA,42,25545548,8.8
2012,Goods-Producing,224758257,PA,42,25631218,8.77
2013,Goods-Producing,230572132,PA,42,25693550,8.97
2014,Goods-Producing,248793426,PA,42,25760926,9.66
2015,Goods-Producing,252408636,PA,42,25797376,9.78
2016,Goods-Producing,247743583,PA,42,25836382,9.59
2017,Goods-Producing,258242883,PA,42,25890674,9.97
2018,Goods-Producing,243505710,PA,42,25961728,9.38
2019,Goods-Producing,259083330,PA,42,25982896,9.97
2020,Goods-Producing,248644765,PA,42,25988880,9.57
2021,Goods-Producing,253342734,PA,42,26024118,9.73
2001,Services-Producing,703181376,PA,42,24597940,28.59
2002,Services-Producing,717315247,PA,42,24662062,29.09
2003,Services-Producing,744803098,PA,42,24749316,30.09
2004,Services-Producing,779421272,PA,42,24821444,31.4
2005,Services-Producing,790165910,PA,42,24899980,31.73
2006,Services-Producing,809628106,PA,42,25021618,32.36
2007,Services-Producing,845044516,PA,42,25127874,33.63
2008,Services-Producing,872232612,PA,42,25224570,34.58
2009,Services-Producing,857441904,PA,42,25333716,33.85
2010,Services-Producing,885609611,PA,42,25433042,34.82
2011,Services-Producing,904458599,PA,42,25545548,35.41
2012,Services-Producing,928902914,PA,42,25631218,36.24
2013,Services-Producing,931387578,PA,42,25693550,36.25
2014,Services-Producing,943198237,PA,42,25760926,36.61
2015,Services-Producing,973242842,PA,42,25797376,37.73
2016,Services-Producing,988052532,PA,42,25836382,38.24
2017,Services-Producing,997627594,PA,42,25890674,38.53
2018,Services-Producing,972716003,PA,42,25961728,37.47
2019,Services-Producing,1009121625,PA,42,25982896,38.84
2020,Services-Producing,958916608,PA,42,25988880,36.9
2021,Services-Producing,1015957179,PA,42,26024118,39.04
2001,Goods-Producing,13379565,RI,44,2114284,6.33
2002,Goods-Producing,13788116,RI,44,2131990,6.47
2003,Goods-Producing,12914821,RI,44,2142684,6.03
2004,Goods-Producing,14083481,RI,44,2149158,6.55
2005,Goods-Producing,13138814,RI,44,2135832,6.15
2006,Goods-Producing,15615851,RI,44,2126192,7.34
2007,Goods-Producing,12644735,RI,44,2114630,5.98
2008,Goods-Producing,13256970,RI,44,2110006,6.28
2009,Goods-Producing,11864938,RI,44,2107292,5.63
2010,Goods-Producing,10858333,RI,44,2109908,5.15
2011,Goods-Producing,10400720,RI,44,2117294,4.91
2012,Goods-Producing,10870921,RI,44,2127204,5.11
2013,Goods-Producing,12641659,RI,44,2136336,5.92
2014,Goods-Producing,10213954,RI,44,2146082,4.76
2015,Goods-Producing,10978935,RI,44,2154696,5.1
2016,Goods-Producing,11074696,RI,44,2164502,5.12
2017,Goods-Producing,10723252,RI,44,2169828,4.94
2018,Goods-Producing,12253916,RI,44,2183502,5.61
2019,Goods-Producing,12035592,RI,44,2189048,5.5
2020,Goods-Producing,12330641,RI,44,2192690,5.62
2021,Goods-Producing,12382112,RI,44,2193970,5.64
2001,Services-Producing,55515046,RI,44,2114284,26.26
2002,Services-Producing,57504433,RI,44,2131990,26.97
2003,Services-Producing,57237366,RI,44,2142684,26.71
2004,Services-Producing,58961186,RI,44,2149158,27.43
2005,Services-Producing,61278687,RI,44,2135832,28.69
2006,Services-Producing,69329986,RI,44,2126192,32.61
2007,Services-Producing,62045933,RI,44,2114630,29.34
2008,Services-Producing,67087914,RI,44,2110006,31.8
2009,Services-Producing,68360425,RI,44,2107292,32.44
2010,Services-Producing,64366945,RI,44,2109908,30.51
2011,Services-Producing,64823733,RI,44,2117294,30.62
2012,Services-Producing,68764102,RI,44,2127204,32.33
2013,Services-Producing,76957228,RI,44,2136336,36.02
2014,Services-Producing,67453889,RI,44,2146082,31.43
2015,Services-Producing,67949682,RI,44,2154696,31.54
2016,Services-Producing,67908719,RI,44,2164502,31.37
2017,Services-Producing,67190272,RI,44,2169828,30.97
2018,Services-Producing,73268552,RI,44,2183502,33.56
2019,Services-Producing,75017190,RI,44,2189048,34.27
2020,Services-Producing,76688562,RI,44,2192690,34.97
2021,Services-Producing,76936134,RI,44,2193970,35.07
2001,Goods-Producing,76675029,SC,45,8129990,9.43
2002,Goods-Producing,76154825,SC,45,8215590,9.27
2003,Goods-Producing,82433954,SC,45,8300594,9.93
2004,Goods-Producing,78778533,SC,45,8421842,9.35
2005,Goods-Producing,77985185,SC,45,8540300,9.13
2006,Goods-Producing,79456429,SC,45,8715694,9.12
2007,Goods-Producing,77994258,SC,45,8888220,8.78
2008,Goods-Producing,75114274,SC,45,9057992,8.29
2009,Goods-Producing,66906489,SC,45,9179744,7.29
2010,Goods-Producing,65485647,SC,45,9267780,7.07
2011,Goods-Producing,66649485,SC,45,9325570,7.15
2012,Goods-Producing,66553225,SC,45,9402148,7.08
2013,Goods-Producing,67859256,SC,45,9480612,7.16
2014,Goods-Producing,74134361,SC,45,9584492,7.73
2015,Goods-Producing,79430078,SC,45,9705356,8.18
2016,Goods-Producing,80955727,SC,45,9821536,8.24
2017,Goods-Producing,79841116,SC,45,9931506,8.04
2018,Goods-Producing,81197095,SC,45,10042118,8.09
2019,Goods-Producing,84718130,SC,45,10155086,8.34
2020,Goods-Producing,81384938,SC,45,10263696,7.93
2021,Goods-Producing,87070952,SC,45,10386532,8.38
2001,Services-Producing,161365108,SC,45,8129990,19.85
2002,Services-Producing,160167281,SC,45,8215590,19.5
2003,Services-Producing,171033146,SC,45,8300594,20.6
2004,Services-Producing,182817489,SC,45,8421842,21.71
2005,Services-Producing,192503885,SC,45,8540300,22.54
2006,Services-Producing,198756715,SC,45,8715694,22.8
2007,Services-Producing,203369052,SC,45,8888220,22.88
2008,Services-Producing,206496783,SC,45,9057992,22.8
2009,Services-Producing,201516989,SC,45,9179744,21.95
2010,Services-Producing,198833389,SC,45,9267780,21.45
2011,Services-Producing,202428291,SC,45,9325570,21.71
2012,Services-Producing,202133992,SC,45,9402148,21.5
2013,Services-Producing,206729479,SC,45,9480612,21.81
2014,Services-Producing,227600125,SC,45,9584492,23.75
2015,Services-Producing,237914463,SC,45,9705356,24.51
2016,Services-Producing,242222243,SC,45,9821536,24.66
2017,Services-Producing,247623408,SC,45,9931506,24.93
2018,Services-Producing,255799555,SC,45,10042118,25.47
2019,Services-Producing,261265989,SC,45,10155086,25.73
2020,Services-Producing,260149224,SC,45,10263696,25.35
2021,Services-Producing,277799492,SC,45,10386532,26.75
2001,Goods-Producing,12592077,SD,46,1515944,8.31
2002,Goods-Producing,14882386,SD,46,1520040,9.79
2003,Goods-Producing,14340715,SD,46,1527458,9.39
2004,Goods-Producing,15812643,SD,46,1540792,10.26
2005,Goods-Producing,15166077,SD,46,1550986,9.78
2006,Goods-Producing,14873289,SD,46,1566066,9.5
2007,Goods-Producing,16887482,SD,46,1583246,10.67
2008,Goods-Producing,18090103,SD,46,1598248,11.32
2009,Goods-Producing,17508180,SD,46,1614134,10.85
2010,Goods-Producing,17210313,SD,46,1632156,10.54
2011,Goods-Producing,20295975,SD,46,1646320,12.33
2012,Goods-Producing,18991284,SD,46,1665600,11.4
2013,Goods-Producing,20456744,SD,46,1682412,12.16
2014,Goods-Producing,19704900,SD,46,1695268,11.62
2015,Goods-Producing,19851385,SD,46,1704268,11.65
2016,Goods-Producing,20531285,SD,46,1721300,11.93
2017,Goods-Producing,20076705,SD,46,1740326,11.54
2018,Goods-Producing,21145133,SD,46,1750600,12.08
2019,Goods-Producing,19773798,SD,46,1765014,11.2
2020,Goods-Producing,21340799,SD,46,1775598,12.02
2021,Goods-Producing,21950286,SD,46,1792328,12.25
2001,Services-Producing,35783528,SD,46,1515944,23.6
2002,Services-Producing,39796239,SD,46,1520040,26.18
2003,Services-Producing,41628612,SD,46,1527458,27.25
2004,Services-Producing,41827675,SD,46,1540792,27.15
2005,Services-Producing,44906702,SD,46,1550986,28.95
2006,Services-Producing,46557725,SD,46,1566066,29.73
2007,Services-Producing,46789973,SD,46,1583246,29.55
2008,Services-Producing,48395351,SD,46,1598248,30.28
2009,Services-Producing,48583782,SD,46,1614134,30.1
2010,Services-Producing,50053772,SD,46,1632156,30.67
2011,Services-Producing,52485280,SD,46,1646320,31.88
2012,Services-Producing,56819449,SD,46,1665600,34.11
2013,Services-Producing,55406097,SD,46,1682412,32.93
2014,Services-Producing,57599366,SD,46,1695268,33.98
2015,Services-Producing,58545065,SD,46,1704268,34.35
2016,Services-Producing,59352815,SD,46,1721300,34.48
2017,Services-Producing,59171361,SD,46,1740326,34
2018,Services-Producing,59420849,SD,46,1750600,33.94
2019,Services-Producing,61316482,SD,46,1765014,34.74
2020,Services-Producing,61323714,SD,46,1775598,34.54
2021,Services-Producing,66271053,SD,46,1792328,36.97
2001,Goods-Producing,95394122,TN,47,11501578,8.29
2002,Goods-Producing,95120323,TN,47,11591836,8.21
2003,Goods-Producing,102378528,TN,47,11695624,8.75
2004,Goods-Producing,110590649,TN,47,11821618,9.35
2005,Goods-Producing,107157744,TN,47,11982114,8.94
2006,Goods-Producing,113595535,TN,47,12177532,9.33
2007,Goods-Producing,105812377,TN,47,12351454,8.57
2008,Goods-Producing,106761228,TN,47,12494822,8.54
2009,Goods-Producing,92732207,TN,47,12612038,7.35
2010,Goods-Producing,91407354,TN,47,12712640,7.19
2011,Goods-Producing,98591764,TN,47,12808688,7.7
2012,Goods-Producing,97418673,TN,47,12926222,7.54
2013,Goods-Producing,100071211,TN,47,13015280,7.69
2014,Goods-Producing,98125792,TN,47,13117420,7.48
2015,Goods-Producing,104308036,TN,47,13225802,7.89
2016,Goods-Producing,106240962,TN,47,13344712,7.96
2017,Goods-Producing,112976928,TN,47,13478874,8.38
2018,Goods-Producing,111726251,TN,47,13613090,8.21
2019,Goods-Producing,113922348,TN,47,13724756,8.3
2020,Goods-Producing,113155995,TN,47,13851238,8.17
2021,Goods-Producing,129765755,TN,47,13936702,9.31
2001,Services-Producing,285983404,TN,47,11501578,24.86
2002,Services-Producing,284974215,TN,47,11591836,24.58
2003,Services-Producing,308083324,TN,47,11695624,26.34
2004,Services-Producing,314676047,TN,47,11821618,26.62
2005,Services-Producing,314396296,TN,47,11982114,26.24
2006,Services-Producing,326644825,TN,47,12177532,26.82
2007,Services-Producing,327377470,TN,47,12351454,26.51
2008,Services-Producing,339516721,TN,47,12494822,27.17
2009,Services-Producing,329828563,TN,47,12612038,26.15
2010,Services-Producing,342981842,TN,47,12712640,26.98
2011,Services-Producing,360406853,TN,47,12808688,28.14
2012,Services-Producing,362219900,TN,47,12926222,28.02
2013,Services-Producing,349267436,TN,47,13015280,26.84
2014,Services-Producing,356152264,TN,47,13117420,27.15
2015,Services-Producing,376648979,TN,47,13225802,28.48
2016,Services-Producing,384565138,TN,47,13344712,28.82
2017,Services-Producing,391982332,TN,47,13478874,29.08
2018,Services-Producing,403988524,TN,47,13613090,29.68
2019,Services-Producing,416864970,TN,47,13724756,30.37
2020,Services-Producing,426257578,TN,47,13851238,30.77
2021,Services-Producing,477194268,TN,47,13936702,34.24
2001,Goods-Producing,600781247,TX,48,42639244,14.09
2002,Goods-Producing,623856713,TX,48,43380650,14.38
2003,Goods-Producing,608819356,TX,48,44061862,13.82
2004,Goods-Producing,672642514,TX,48,44788046,15.02
2005,Goods-Producing,667309270,TX,48,45556246,14.65
2006,Goods-Producing,748713014,TX,48,46719160,16.03
2007,Goods-Producing,817408547,TX,48,47663966,17.15
2008,Goods-Producing,769842466,TX,48,48618078,15.83
2009,Goods-Producing,791663918,TX,48,49603522,15.96
2010,Goods-Producing,775920965,TX,48,50477726,15.37
2011,Goods-Producing,804877274,TX,48,51260126,15.7
2012,Goods-Producing,858991451,TX,48,52111632,16.48
2013,Goods-Producing,950078277,TX,48,52876328,17.97
2014,Goods-Producing,955378033,TX,48,53815756,17.75
2015,Goods-Producing,1045526020,TX,48,54798140,19.08
2016,Goods-Producing,1015524049,TX,48,55660040,18.25
2017,Goods-Producing,1044083934,TX,48,56384502,18.52
2018,Goods-Producing,1095573750,TX,48,57021756,19.21
2019,Goods-Producing,1128088058,TX,48,57715508,19.55
2020,Goods-Producing,1068555302,TX,48,58464948,18.28
2021,Goods-Producing,1013401545,TX,48,59117728,17.14
2001,Services-Producing,1174798671,TX,48,42639244,27.55
2002,Services-Producing,1185571743,TX,48,43380650,27.33
2003,Services-Producing,1208955751,TX,48,44061862,27.44
2004,Services-Producing,1235876067,TX,48,44788046,27.59
2005,Services-Producing,1312313098,TX,48,45556246,28.81
2006,Services-Producing,1407837930,TX,48,46719160,30.13
2007,Services-Producing,1448652117,TX,48,47663966,30.39
2008,Services-Producing,1474703296,TX,48,48618078,30.33
2009,Services-Producing,1448609071,TX,48,49603522,29.2
2010,Services-Producing,1503540564,TX,48,50477726,29.79
2011,Services-Producing,1570946499,TX,48,51260126,30.65
2012,Services-Producing,1626868617,TX,48,52111632,31.22
2013,Services-Producing,1671789408,TX,48,52876328,31.62
2014,Services-Producing,1764228233,TX,48,53815756,32.78
2015,Services-Producing,1832494123,TX,48,54798140,33.44
2016,Services-Producing,1873096796,TX,48,55660040,33.65
2017,Services-Producing,1923806022,TX,48,56384502,34.12
2018,Services-Producing,2018787542,TX,48,57021756,35.4
2019,Services-Producing,2077780698,TX,48,57715508,36
2020,Services-Producing,2054007257,TX,48,58464948,35.13
2021,Services-Producing,2222978627,TX,48,59117728,37.6
2001,Goods-Producing,35881678,UT,49,4567430,7.86
2002,Goods-Producing,37082353,UT,49,4649630,7.98
2003,Goods-Producing,39503481,UT,49,4720274,8.37
